478,814,0,Stratton3,222,822,0,Stratton3
478,814,0,Stratton3,396,922,0,Stratton3
478,814,0,Stratton3,548,922,0,Stratton3
478,814,0,Stratton3,862,804,0,Stratton3
862,804,0,Stratton3,478,814,0,Stratton3
862,804,0,Stratton3,804,920,0,Stratton3
862,804,0,Stratton3,938,802,0,Stratton3
804,920,0,Stratton3,862,804,0,Stratton3
548,922,0,Stratton3,478,814,0,Stratton3
396,922,0,Stratton3,478,814,0,Stratton3
90,928,0,Stratton3,222,822,0,Stratton3
90,928,0,Stratton3,92,726,0,Stratton3
92,726,0,Stratton3,222,822,0,Stratton3
92,726,0,Stratton3,90,928,0,Stratton3
92,726,0,Stratton3,332,502,0,Stratton3
222,822,0,Stratton3,92,726,0,Stratton3
222,822,0,Stratton3,90,928,0,Stratton3
222,822,0,Stratton3,478,814,0,Stratton3
688,602,0,Stratton3,332,502,0,Stratton3
688,602,0,Stratton3,858,620,0,Stratton3
332,502,0,Stratton3,92,726,0,Stratton3
332,502,0,Stratton3,688,602,0,Stratton3
858,620,0,Stratton3,1066,610,0,Stratton3
858,620,0,Stratton3,688,602,0,Stratton3
858,620,0,Stratton3,810,520,0,Stratton3
810,520,0,Stratton3,858,620,0,Stratton3
1066,610,0,Stratton3,1076,712,0,Stratton3
1066,610,0,Stratton3,858,620,0,Stratton3
1066,610,0,Stratton3,1010,518,0,Stratton3
1066,610,0,Stratton3,1382,606,0,Stratton3
1010,518,0,Stratton3,1066,610,0,Stratton3
1076,712,0,Stratton3,1102,854,0,Stratton3
1076,712,0,Stratton3,1066,610,0,Stratton3
938,802,0,Stratton3,1102,854,0,Stratton3
938,802,0,Stratton3,862,804,0,Stratton3
1102,854,0,Stratton3,1076,712,0,Stratton3
1102,854,0,Stratton3,938,802,0,Stratton3
1464,510,0,Stratton3,1382,606,0,Stratton3
1298,514,0,Stratton3,1382,606,0,Stratton3
1382,606,0,Stratton3,1464,510,0,Stratton3
1382,606,0,Stratton3,1298,514,0,Stratton3
1382,606,0,Stratton3,1066,610,0,Stratton3
1382,606,0,Stratton3,1774,602,0,Stratton3
1774,602,0,Stratton3,1382,606,0,Stratton3
1774,602,0,Stratton3,1702,492,0,Stratton3
1774,602,0,Stratton3,2086,612,0,Stratton3
1702,492,0,Stratton3,1774,602,0,Stratton3
1702,492,0,Stratton3,1852,450,0,Stratton2
2086,612,0,Stratton3,1774,602,0,Stratton3
2086,612,0,Stratton3,2018,524,0,Stratton3
2086,612,0,Stratton3,2176,524,0,Stratton3
2086,612,0,Stratton3,2789,581,0,Stratton3
2086,612,0,Stratton3,2247,809,0,Stratton3
2018,524,0,Stratton3,2086,612,0,Stratton3
2176,524,0,Stratton3,2086,612,0,Stratton3
2247,809,0,Stratton3,2086,612,0,Stratton3
2247,809,0,Stratton3,2133,1014,0,Stratton3
2247,809,0,Stratton3,2779,854,0,Stratton3
2789,581,0,Stratton3,3167,757,0,Stratton3
2789,581,0,Stratton3,2086,612,0,Stratton3
3167,757,0,Stratton3,2789,581,0,Stratton3
3167,757,0,Stratton3,2779,854,0,Stratton3
2133,1014,0,Stratton3,2247,809,0,Stratton3
2133,1014,0,Stratton3,2021,888,0,Stratton3
2021,888,0,Stratton3,2133,1014,0,Stratton3
2779,854,0,Stratton3,3167,757,0,Stratton3
2779,854,0,Stratton3,2247,809,0,Stratton3
