node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
SH-206,3097,493,0,Stratton2,,FALSE,ROOM
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
node,3131,719,0,Stratton2,,FALSE,NONE
SH-205,3131,719,0,Stratton2,,FALSE,ROOM
SH-Second-Stairs-Back,1852,450,0,Stratton2,,TRUE,ROOM
