node,948,604,0,Stratton2,,FALSE,NONE
node,110,726,0,Stratton2,,FALSE,NONE
SH-202,398,512,0,Stratton2,,FALSE,ROOM
SH-202A,192,869,0,Stratton2,,FALSE,ROOM
SH-202B,412,865,0,Stratton2,,FALSE,ROOM
SH-202C,646,865,0,Stratton2,,FALSE,ROOM
SH-202D,872,873,0,Stratton2,,FALSE,ROOM
node,1094,869,0,Stratton2,,FALSE,NONE
node,184,783,0,Stratton2,,FALSE,NONE
node,538,789,0,Stratton2,,FALSE,NONE
node,982,785,0,Stratton2,,FALSE,NONE
SH-202E,1100,1105,0,Stratton2,,FALSE,ROOM
node,1130,1291,0,Stratton2,,FALSE,NONE
node,1062,603,0,Stratton2,,FALSE,NONE
node,1062,603,0,Stratton2,,FALSE,NONE
node,1062,603,0,Stratton2,,FALSE,NONE
node,1062,603,0,Stratton2,,FALSE,NONE
node,1072,491,0,Stratton2,,FALSE,NONE
node,1072,491,0,Stratton2,,FALSE,NONE
node,1072,491,0,Stratton2,,FALSE,NONE
SH-201A,1072,491,0,Stratton2,,FALSE,ROOM
node,1400,583,0,Stratton2,,FALSE,NONE
node,1400,583,0,Stratton2,,FALSE,NONE
node,1400,583,0,Stratton2,,FALSE,NONE
node,1400,583,0,Stratton2,,FALSE,NONE
node,1470,479,0,Stratton2,,FALSE,NONE
node,1470,479,0,Stratton2,,FALSE,NONE
node,1470,479,0,Stratton2,,FALSE,NONE
SH-201C,1470,479,0,Stratton2,,FALSE,ROOM
node,1306,471,0,Stratton2,,FALSE,NONE
node,1306,471,0,Stratton2,,FALSE,NONE
node,1306,471,0,Stratton2,,FALSE,NONE
SH-201B,1306,471,0,Stratton2,,FALSE,ROOM
node,1849,571,0,Stratton2,,FALSE,NONE
node,1849,571,0,Stratton2,,FALSE,NONE
node,1849,571,0,Stratton2,,FALSE,NONE
node,1849,571,0,Stratton2,,FALSE,NONE
node,1849,571,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
node,1782,1186,0,Stratton2,,FALSE,NONE
SH-203,1782,1186,0,Stratton2,,FALSE,ROOM
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,1982,734,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2042,590,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
node,2436,496,0,Stratton2,,FALSE,NONE
SH-208,2436,496,0,Stratton2,,FALSE,ROOM
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
node,2288,492,0,Stratton2,,FALSE,NONE
SH-209,2288,492,0,Stratton2,,FALSE,ROOM
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2362,574,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
node,2214,714,0,Stratton2,,FALSE,NONE
SH-204,2214,714,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,2821,575,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,3091,587,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
node,2815,485,0,Stratton2,,FALSE,NONE
SH-207,2815,485,0,Stratton2,,FALSE,ROOM
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
node,3097,493,0,Stratton2,,FALSE,NONE
