Up Stairs,892,105,0,HigginsHouseGarage,,true,Stairs
node,894,229,0,HigginsHouseGarage,,false,None
101G,948,366,0,HigginsHouseGarage,,false,Room
node,851,448,0,HigginsHouseGarage,,false,None
Garage,433,320,0,HigginsHouseGarage,,false,Room
