BH-116,196,487,0,BH1,,false
BH-117,408,487,0,BH1,,false
BH-118,556,485,0,BH1,,false
BH-119,702,579,0,BH1,,false
BH-110,532,781,0,BH1,,false
BH-119A,950,570,0,BH1,,false
BH-115,314,1019,0,BH1,,false
BH-114,254,1132,0,BH1,,false
BH-113,392,1130,0,BH1,,false
node,548,1187,0,BH1,,true
BH-110,856,986,0,BH1,,false
BH-112,852,1133,0,BH1,,false
node,456,959,0,BH1,,true
node,390,1071,0,BH1,,true
node,252,1069,0,BH1,,true
node,264,599,0,BH1,,true
node,1399,800,0,BH1,,true
BH-100A,1407,904,0,BH1,,false
BH-Front-Door-Out,1296,1336,0,BH1,,true
BH-Front-Door-In,1386,1342,0,BH1,,true
BH-Front-Doors,1328,1144,0,BH1,,false
BH-Stair-Up,1280,956,0,BH1,,true
BH-Stair-Down,1190,1084,0,BH1,,true
BH-Stairs,1376,961,0,BH1,,false
BH-104A,1528,707,0,BH1,,false
BH-100D,1656,795,0,BH1,,false
BH-107,1837,903,0,BH1,,false
BH-108,1875,1074,0,BH1,,false
BH-109,1777,1074,0,BH1,,false
node,1832,796,0,BH1,,true
BH-107A,1688,1022,0,BH1,,false
node,2085,983,0,BH1,,true
BH-105,2309,901,0,BH1,,false
BH-105A,2167,965,0,BH1,,false
node,2441,939,0,BH1,,true
BH-103,2605,901,0,BH1,,false
BH-104C,2423,699,0,BH1,,false
node,2363,495,0,BH1,,true
BH-104B,2459,495,0,BH1,,false
node,2435,525,0,BH1,,true
node,1626,520,0,BH1,,true
BH-104,2118,414,0,BH1,,false
BH-102,2720,672,0,BH1,,false
BH-102B,2865,624,0,BH1,,false
node,2801,584,0,BH1,,true
BH-102A,3113,478,0,BH1,,false
BH-101A,2905,1043,0,BH1,,false
node,2303,801,0,BH1,,true
node,2423,795,0,BH1,,true
node,2601,803,0,BH1,,true
node,2721,799,0,BH1,,true
node,2797,893,0,BH1,,true
node,2793,1023,0,BH1,,true
node,2751,1114,0,BH1,,true
BH-100F,2839,1316,0,BH1,,false
BH-Side-Stairs,3029,1404,0,BH1,,false
BH-Side-Door-Out,2863,1518,0,BH1,,true
BH-Side-Door-In,2927,1520,0,BH1,,true
node,428,640,0,BH1,,true
node,564,620,0,BH1,,true
node,844,818,0,BH1,,true
node,662,820,0,BH1,,true
node,1026,802,0,BH1,,true
node,1190,798,0,BH1,,true
BH-106,1759,470,0,BH1,,false
node,1949,518,0,BH1,,true
BH-Side-Doors,2897,1425,0,BH1,,false
node,3181,679,0,BH1,,true
BH-100C,1232,285,0,BH1,,false
node,1256,713,0,BH1,,true
BH-100Y,1076,261,0,BH1,,false
BH-Elevator,1350,678,0,BH1,,false
BH-Side-Stair-Up,3031,1222,0,BH1,,true
BH-Elevator,1368,550,0,BH1,,true
